origen,destino,distancia
C6_N61,C6_N77,50.28
C6_N61,C6_N41,49.81
C6_N61,C6_N64,6.86
C6_N61,C6_N49,65.99
C6_N62,C6_N77,49.03
C6_N62,C6_N88,50.3
C6_N62,C6_N97,61.52
C6_N62,C6_N31,77.34
C6_N63,C6_N50,16.7
C6_N63,C6_N43,93.12
C6_N63,C6_N37,61.7
C6_N63,C6_N57,57.58
C6_N64,C6_N17,22.14
C6_N64,C6_N52,50.49
C6_N64,C6_N77,43.81
C6_N65,C6_N95,34.63
C6_N65,C6_N38,21.2
C6_N65,C6_N89,4.74
C6_N65,C6_N70,35.26
C6_N66,C6_N91,48.55
C6_N66,C6_N94,20.3
C6_N66,C6_N70,46.89
C6_N66,C6_N80,44.24
C6_N67,C6_N25,43.69
C6_N67,C6_N26,29.79
C6_N67,C6_N79,41.4
C6_N68,C6_N37,5.57
C6_N68,C6_N87,27.45
C6_N68,C6_N44,8.57
C6_N68,C6_N86,54.99
C6_N68,C6_N16,43.18
C6_N69,C6_N83,27.44
C6_N69,C6_N22,54.63
C6_N69,C6_N64,66.23
C6_N69,C6_N88,70.1
C6_N70,C6_N41,41.19
C6_N70,C6_N90,20.65
C6_N70,C6_N14,41.7
C6_N70,C6_N97,13.01
C6_N70,C6_N45,6.89
C6_N71,C6_N61,54.28
C6_N71,C6_N74,26.46
C6_N71,C6_N73,28.18
C6_N71,C6_N85,38.38
C6_N71,C6_N90,55.37
C6_N72,C6_N86,60.01
C6_N72,C6_N95,46.16
C6_N72,C6_N68,11.14
C6_N72,C6_N36,21.85
C6_N73,C6_N1,6.27
C6_N73,C6_N66,32.67
C6_N73,C6_N13,25.64
C6_N73,C6_N3,26.79
C6_N74,C6_N18,14.87
C6_N74,C6_N6,60.49
C6_N74,C6_N85,59.54
C6_N74,C6_N7,49.94
C6_N75,C6_N34,34.71
C6_N75,C6_N96,45.97
C6_N75,C6_N20,44.79
C6_N76,C6_N87,71.79
C6_N76,C6_N32,51.61
C6_N76,C6_N18,11.92
C6_N76,C6_N7,72.54
C6_N77,C6_N37,13.91
C6_N77,C6_N26,28.81
C6_N77,C6_N96,1.61
C6_N77,C6_N69,28.79
C6_N77,C6_N4,47.26
C6_N78,C6_N57,56.49
C6_N78,C6_N13,79.88
C6_N78,C6_N86,36.32
C6_N79,C6_N71,50.0
C6_N79,C6_N28,47.5
C6_N79,C6_N95,74.28
C6_N79,C6_N82,42.68
C6_N79,C6_N71,50.0
C6_N80,C6_N30,27.82
C6_N80,C6_N65,3.82
C6_N80,C6_N89,6.09
C6_N80,C6_N36,4.67
C6_N81,C6_N85,21.48
C6_N81,C6_N6,35.99
C6_N81,C6_N48,29.41
C6_N81,C6_N49,60.8
C6_N81,C6_N53,31.67
C6_N82,C6_N40,38.75
C6_N82,C6_N70,37.38
C6_N82,C6_N6,42.36
C6_N82,C6_N1,21.73
C6_N82,C6_N95,31.86
C6_N83,C6_N25,19.49
C6_N83,C6_N79,52.82
C6_N83,C6_N99,28.97
C6_N83,C6_N56,43.36
C6_N84,C6_N81,11.11
C6_N84,C6_N90,62.02
C6_N84,C6_N90,62.02
C6_N85,C6_N47,8.73
C6_N85,C6_N96,33.12
C6_N85,C6_N75,66.22
C6_N85,C6_N69,55.39
C6_N85,C6_N94,12.33
C6_N86,C6_N25,46.54
C6_N86,C6_N99,52.42
C6_N86,C6_N92,54.23
C6_N86,C6_N24,38.6
C6_N86,C6_N37,60.52
C6_N87,C6_N22,36.65
C6_N87,C6_N9,78.81
C6_N87,C6_N23,28.19
C6_N88,C6_N94,48.63
C6_N88,C6_N65,41.33
C6_N88,C6_N15,48.15
C6_N89,C6_N5,28.08
C6_N89,C6_N54,23.07
C6_N89,C6_N35,16.79
C6_N89,C6_N71,5.54
C6_N90,C6_N16,16.92
C6_N90,C6_N20,78.94
C6_N90,C6_N74,51.37
C6_N90,C6_N32,24.73
C6_N91,C6_N42,33.0
C6_N91,C6_N59,27.57
C6_N91,C6_N90,48.15
C6_N92,C6_N5,21.55
C6_N92,C6_N19,13.41
C6_N92,C6_N41,32.84
C6_N93,C6_N6,74.47
C6_N93,C6_N99,40.72
C6_N93,C6_N80,43.85
C6_N93,C6_N78,60.74
C6_N93,C6_N84,38.75
C6_N94,C6_N62,19.15
C6_N94,C6_N73,12.37
C6_N94,C6_N70,45.22
C6_N94,C6_N45,39.01
C6_N95,C6_N90,79.57
C6_N95,C6_N40,47.05
C6_N95,C6_N67,33.96
C6_N96,C6_N23,26.87
C6_N96,C6_N66,49.56
C6_N96,C6_N8,3.77
C6_N97,C6_N20,52.27
C6_N97,C6_N53,42.59
C6_N97,C6_N69,61.63
C6_N97,C6_N68,48.42
C6_N97,C6_N51,34.19
C6_N98,C6_N44,17.97
C6_N98,C6_N28,22.23
C6_N98,C6_N27,34.15
C6_N99,C6_N42,32.2
C6_N99,C6_N42,32.2
C6_N99,C6_N46,10.82
C6_N99,C6_N37,9.17
C6_N99,C6_N27,31.41
C7_N0,C7_N49,48.14
C7_N0,C7_N60,45.81
C7_N0,C7_N58,26.72
C7_N0,C7_N5,70.92
C7_N1,C7_N83,77.14
C7_N1,C7_N41,23.72
C7_N1,C7_N13,35.03
C7_N2,C7_N66,57.14
C7_N2,C7_N81,55.46
C7_N2,C7_N35,31.37
C7_N2,C7_N94,60.33
C7_N2,C7_N33,29.88
C7_N3,C7_N69,63.9
C7_N3,C7_N72,37.87
C7_N3,C7_N22,33.23
C7_N3,C7_N48,27.63
C7_N3,C7_N83,13.48
C7_N4,C7_N46,21.66
C7_N4,C7_N75,12.97
C7_N4,C7_N83,52.37
C7_N4,C7_N9,48.98
C7_N5,C7_N32,2.42
C7_N5,C7_N48,34.33
C7_N5,C7_N28,55.99
C7_N5,C7_N66,84.36
C7_N5,C7_N51,42.12
C7_N6,C7_N44,40.31
C7_N6,C7_N62,36.99
C7_N6,C7_N61,44.21
C7_N6,C7_N77,42.06
C7_N7,C7_N64,32.66
C7_N7,C7_N17,25.04
C7_N7,C7_N56,20.36
C7_N8,C7_N29,6.63
C7_N8,C7_N9,38.21
C7_N8,C7_N65,6.41
C7_N9,C7_N35,27.67
C7_N9,C7_N27,25.47
C7_N9,C7_N19,68.54
C7_N9,C7_N23,37.98
C7_N9,C7_N20,41.11
C7_N10,C7_N77,52.57
C7_N10,C7_N91,59.34
C7_N10,C7_N15,6.79
C7_N10,C7_N84,8.59
C7_N11,C7_N53,15.35
C7_N11,C7_N42,60.89
C7_N11,C7_N92,17.19
C7_N12,C7_N61,4.61
C7_N12,C7_N86,32.65
C7_N12,C7_N61,4.61
C7_N13,C7_N26,46.12
C7_N13,C7_N75,9.23
C7_N13,C7_N20,24.69
C7_N13,C7_N82,3.79
C7_N14,C7_N2,31.01
C7_N14,C7_N31,21.6
C7_N14,C7_N5,18.48
C7_N14,C7_N16,48.17
C7_N15,C7_N75,44.92
C7_N15,C7_N20,33.19
C7_N15,C7_N17,55.43
C7_N15,C7_N80,23.62
C7_N15,C7_N65,28.02
C7_N16,C7_N73,54.72
C7_N16,C7_N18,39.42
C7_N16,C7_N7,22.23
C7_N17,C7_N33,27.32
C7_N17,C7_N23,36.16
C7_N17,C7_N66,66.96
C7_N18,C7_N76,34.31
C7_N18,C7_N72,29.73
C7_N18,C7_N81,40.23
C7_N18,C7_N2,21.67
C7_N19,C7_N93,62.75
C7_N19,C7_N84,60.8
C7_N19,C7_N36,30.42
C7_N19,C7_N10,58.8
C7_N19,C7_N27,64.67
C7_N20,C7_N77,57.9
C7_N20,C7_N60,24.49
C7_N20,C7_N61,12.22
C7_N20,C7_N21,18.63
C7_N21,C7_N52,33.37
C7_N21,C7_N76,40.97
C7_N21,C7_N18,6.71
C7_N22,C7_N98,12.76
C7_N22,C7_N23,0.76
C7_N22,C7_N79,42.17
C7_N22,C7_N84,31.99
C7_N22,C7_N65,6.43
C7_N23,C7_N21,2.35
C7_N23,C7_N92,5.21
C7_N23,C7_N87,5.68
C7_N23,C7_N43,31.32
C7_N24,C7_N76,45.27
C7_N24,C7_N75,5.17
C7_N24,C7_N8,9.67
C7_N24,C7_N29,12.52
C7_N25,C7_N49,39.81
C7_N25,C7_N16,28.08
C7_N25,C7_N13,4.37
C7_N25,C7_N2,15.24
C7_N26,C7_N66,61.77
C7_N26,C7_N64,78.5
C7_N26,C7_N87,39.05
C7_N27,C7_N19,64.67
C7_N27,C7_N77,38.14
C7_N27,C7_N12,27.16
C7_N27,C7_N22,22.8
C7_N28,C7_N78,37.05
C7_N28,C7_N76,58.99
C7_N28,C7_N4,27.98
C7_N28,C7_N68,27.37
C7_N29,C7_N96,7.86
C7_N29,C7_N15,28.07
C7_N29,C7_N11,10.54
C7_N29,C7_N61,14.14
C7_N29,C7_N84,29.61
C7_N30,C7_N77,40.96
C7_N30,C7_N69,54.31
C7_N30,C7_N0,63.78
C7_N31,C7_N83,48.03
C7_N31,C7_N55,2.1
C7_N31,C7_N66,77.68
C7_N31,C7_N53,35.57
C7_N31,C7_N47,55.98
C7_N32,C7_N89,42.64
C7_N32,C7_N67,35.48
C7_N32,C7_N54,65.57
C7_N33,C7_N61,31.61
C7_N33,C7_N98,16.7
C7_N33,C7_N48,28.58
C7_N34,C7_N75,33.48
C7_N34,C7_N94,59.7
C7_N34,C7_N97,45.74
C7_N34,C7_N89,33.82
C7_N35,C7_N12,4.65
C7_N35,C7_N54,16.39
C7_N35,C7_N17,46.14
C7_N35,C7_N32,55.72
C7_N35,C7_N61,5.7
C7_N36,C7_N10,42.87
C7_N36,C7_N76,31.24
C7_N37,C7_N52,31.86
C7_N37,C7_N32,42.18
C7_N37,C7_N24,9.04
C7_N37,C7_N0,28.98
C7_N37,C7_N90,49.54
C7_N38,C7_N0,34.15
C7_N38,C7_N73,33.28
C7_N38,C7_N66,50.03
C7_N38,C7_N15,39.96
C7_N38,C7_N66,50.03
C7_N39,C7_N48,46.24
C7_N39,C7_N83,84.46
C7_N39,C7_N26,20.66
C7_N40,C7_N52,40.37
C7_N40,C7_N46,27.17
C7_N40,C7_N13,15.01
C7_N40,C7_N19,29.37
C7_N41,C7_N83,56.15
C7_N41,C7_N74,47.05
C7_N41,C7_N32,55.63
C7_N41,C7_N33,31.27
C7_N42,C7_N54,50.54
C7_N42,C7_N72,67.96
C7_N42,C7_N46,39.91
C7_N42,C7_N78,62.3
C7_N42,C7_N35,52.78
C7_N43,C7_N50,68.87
C7_N43,C7_N96,30.59
C7_N43,C7_N26,17.11
C7_N43,C7_N52,53.07
C7_N43,C7_N70,48.52
C7_N44,C7_N61,11.86
C7_N44,C7_N22,1.38
C7_N44,C7_N47,27.89
C7_N44,C7_N71,16.68
C7_N44,C7_N71,16.68
C7_N45,C7_N32,39.53
C7_N45,C7_N39,35.3
C7_N45,C7_N73,19.09
C7_N45,C7_N44,6.59
C7_N46,C7_N50,40.26
C7_N46,C7_N94,72.05
C7_N46,C7_N17,32.62
C7_N46,C7_N84,61.33
C7_N46,C7_N15,59.96
C7_N47,C7_N29,21.46
C7_N47,C7_N57,27.63
C7_N47,C7_N89,26.86
C7_N47,C7_N20,43.67
C7_N47,C7_N12,32.36
C7_N48,C7_N65,17.11
C7_N48,C7_N51,12.07
C7_N48,C7_N43,32.0
C7_N49,C7_N78,25.65
C7_N49,C7_N89,36.68
C7_N49,C7_N87,31.61
C7_N49,C7_N90,84.49
C7_N49,C7_N6,68.89
C7_N50,C7_N49,81.23
C7_N50,C7_N81,76.6
C7_N50,C7_N0,55.2
C7_N51,C7_N18,3.27
C7_N51,C7_N60,12.8
C7_N51,C7_N76,37.55
C7_N52,C7_N11,38.33
C7_N52,C7_N8,32.04
C7_N52,C7_N33,29.46
C7_N52,C7_N28,31.96
C7_N53,C7_N10,26.48
C7_N53,C7_N77,31.36
C7_N53,C7_N4,15.87
C7_N53,C7_N92,12.75
C7_N54,C7_N51,26.16
C7_N54,C7_N78,11.99
C7_N54,C7_N83,70.33
C7_N54,C7_N66,24.85
C7_N55,C7_N91,16.54
C7_N55,C7_N76,54.17
C7_N55,C7_N7,26.01
C7_N55,C7_N99,59.55
C7_N56,C7_N81,63.43
C7_N56,C7_N63,30.96
C7_N57,C7_N25,6.78
C7_N57,C7_N84,29.89
C7_N57,C7_N66,37.2
C7_N58,C7_N24,20.45
C7_N58,C7_N4,17.32
C7_N58,C7_N76,38.91
C7_N58,C7_N65,5.09
C7_N59,C7_N89,28.77
C7_N59,C7_N29,27.49
C7_N59,C7_N78,63.81
C7_N59,C7_N21,31.76
C7_N59,C7_N86,47.97
C7_N60,C7_N46,16.62
C7_N60,C7_N30,20.1
C7_N60,C7_N83,53.81
C7_N61,C7_N20,12.22
C7_N61,C7_N11,14.77
C7_N61,C7_N35,5.7
C7_N62,C7_N45,10.19
C7_N62,C7_N85,17.54
C7_N62,C7_N50,42.18
C7_N62,C7_N51,10.41
C7_N63,C7_N25,21.04
C7_N63,C7_N66,59.95
C7_N63,C7_N1,55.82
C7_N63,C7_N94,62.97
C7_N63,C7_N90,25.81
C7_N64,C7_N11,27.84
C7_N64,C7_N70,16.94
C7_N64,C7_N36,49.76
C7_N65,C7_N71,9.01
C7_N65,C7_N74,39.04
C7_N65,C7_N44,7.69
C7_N65,C7_N44,7.69
C7_N65,C7_N35,8.54
C7_N66,C7_N77,70.78
C7_N66,C7_N24,49.28
C7_N66,C7_N58,31.42
C7_N67,C7_N73,22.32
C7_N67,C7_N0,36.47
C7_N67,C7_N33,32.32
C7_N67,C7_N22,8.68
C7_N68,C7_N64,7.18
C7_N68,C7_N13,39.0
C7_N68,C7_N71,51.84
C7_N68,C7_N9,46.46
C7_N69,C7_N37,30.87
C7_N69,C7_N43,30.14
C7_N69,C7_N14,51.66
C7_N69,C7_N65,24.49
C7_N69,C7_N32,64.69
C7_N70,C7_N73,42.32
C7_N70,C7_N32,44.07
C7_N70,C7_N88,17.82
C7_N70,C7_N56,36.07
C7_N70,C7_N48,17.26
C7_N71,C7_N61,4.91
C7_N71,C7_N98,27.31
C7_N71,C7_N31,50.86
C7_N71,C7_N96,16.82
C7_N71,C7_N43,30.23
C7_N72,C7_N87,27.47
C7_N72,C7_N58,21.29
C7_N72,C7_N75,34.55
C7_N72,C7_N3,37.87
C7_N73,C7_N14,38.35
C7_N73,C7_N33,47.82
C7_N73,C7_N8,23.18
C7_N73,C7_N48,29.87
C7_N74,C7_N28,39.76
C7_N74,C7_N86,39.04
C7_N74,C7_N89,32.3
C7_N74,C7_N29,33.91
C7_N74,C7_N40,36.27
C7_N75,C7_N45,13.93
C7_N75,C7_N66,54.37
C7_N75,C7_N68,40.13
C7_N75,C7_N1,41.1
C7_N76,C7_N33,69.4
C7_N76,C7_N31,55.69
C7_N76,C7_N36,31.24
C7_N76,C7_N11,53.95
C7_N76,C7_N51,37.55
C7_N77,C7_N95,11.52
C7_N77,C7_N43,59.42
C7_N77,C7_N9,63.56
C7_N77,C7_N70,22.67
C7_N77,C7_N22,37.86
C7_N78,C7_N40,36.85
C7_N78,C7_N45,36.97
C7_N78,C7_N27,38.91
C7_N78,C7_N73,29.29
C7_N79,C7_N23,41.66
C7_N79,C7_N95,56.78
C7_N79,C7_N87,35.98
C7_N79,C7_N24,39.58
C7_N80,C7_N94,17.54
C7_N80,C7_N25,43.26
C7_N80,C7_N30,70.77
C7_N80,C7_N94,17.54
C7_N81,C7_N33,41.99
C7_N81,C7_N26,58.26
C7_N81,C7_N29,36.68
C7_N82,C7_N31,36.25
C7_N82,C7_N79,43.3
C7_N82,C7_N45,8.18
C7_N83,C7_N99,67.88
C7_N83,C7_N13,42.83
C7_N83,C7_N15,58.11
C7_N84,C7_N86,55.57
C7_N84,C7_N63,50.61
C7_N85,C7_N0,40.99
C7_N85,C7_N97,29.4
C7_N85,C7_N69,50.7
C7_N85,C7_N5,31.6
C7_N85,C7_N61,31.28
C7_N86,C7_N79,13.0
C7_N86,C7_N40,15.72
C7_N86,C7_N63,43.81
C7_N86,C7_N73,19.88
C7_N87,C7_N62,9.95
C7_N87,C7_N23,5.68
C7_N87,C7_N97,7.15
C7_N87,C7_N65,7.09
C7_N88,C7_N50,46.6
C7_N88,C7_N28,12.38
C7_N88,C7_N96,6.44
C7_N88,C7_N73,25.42
C7_N89,C7_N6,39.28
C7_N89,C7_N67,8.88
C7_N89,C7_N54,28.55
C7_N90,C7_N69,79.97
C7_N90,C7_N4,54.54
C7_N90,C7_N64,26.85
C7_N90,C7_N44,48.31
C7_N91,C7_N87,29.84
C7_N91,C7_N99,50.26
C7_N91,C7_N22,34.56
C7_N91,C7_N58,40.54
C7_N92,C7_N89,7.44
C7_N92,C7_N66,38.38
C7_N92,C7_N58,7.43
C7_N93,C7_N88,31.02
C7_N93,C7_N1,58.22
C7_N93,C7_N1,58.22
C7_N93,C7_N86,43.09
C7_N94,C7_N48,54.05
C7_N94,C7_N74,75.21
C7_N94,C7_N12,30.97
C7_N95,C7_N46,22.33
C7_N95,C7_N78,72.83
C7_N95,C7_N33,39.13
C7_N95,C7_N23,38.32
C7_N96,C7_N33,26.92
C7_N96,C7_N30,34.18
C7_N96,C7_N34,35.53
C7_N96,C7_N60,15.84
C7_N96,C7_N78,37.19
C7_N97,C7_N46,32.86
C7_N97,C7_N23,9.78
C7_N97,C7_N63,35.17
C7_N97,C7_N54,19.62
C7_N98,C7_N53,6.0
C7_N98,C7_N89,11.28
C7_N98,C7_N96,12.75
C7_N99,C7_N46,50.27
C7_N99,C7_N51,23.88
C7_N99,C7_N35,13.94
C7_N99,C7_N57,22.28
C8_N0,C8_N66,32.3
C8_N0,C8_N85,30.33
C8_N0,C8_N26,19.27
C8_N1,C8_N49,55.7
C8_N1,C8_N87,28.93
C8_N1,C8_N39,9.05
C8_N1,C8_N41,14.75
C8_N2,C8_N80,32.95
C8_N2,C8_N93,22.34
C8_N2,C8_N5,29.84
C8_N3,C8_N70,1.1
C8_N3,C8_N66,27.09
C8_N3,C8_N15,43.96
C8_N3,C8_N32,17.25
C8_N3,C8_N61,7.29
C8_N4,C8_N38,8.67
C8_N4,C8_N25,8.77
C8_N4,C8_N46,17.56
C8_N4,C8_N6,57.05
C8_N4,C8_N85,36.84
C8_N5,C8_N14,26.78
C8_N5,C8_N30,23.38
C8_N5,C8_N81,9.91
C8_N6,C8_N41,48.52
C8_N6,C8_N1,61.2
C8_N6,C8_N21,39.35
C8_N6,C8_N35,42.15
C8_N7,C8_N15,58.52
C8_N7,C8_N50,49.52
C8_N7,C8_N31,56.19
C8_N7,C8_N1,29.2
C8_N7,C8_N5,17.52
C8_N8,C8_N88,76.02
C8_N8,C8_N60,48.32
C8_N8,C8_N88,76.02
C8_N8,C8_N76,74.87
C8_N8,C8_N19,32.08
C8_N9,C8_N98,29.3
C8_N9,C8_N11,30.49
C8_N9,C8_N31,7.4
C8_N9,C8_N20,27.68
C8_N10,C8_N11,17.89
C8_N10,C8_N87,8.99
C8_N10,C8_N79,40.43
C8_N10,C8_N43,33.01
C8_N11,C8_N7,24.35
C8_N11,C8_N7,24.35
C8_N11,C8_N45,14.72
C8_N11,C8_N82,4.72
C8_N11,C8_N19,30.27
C8_N12,C8_N68,24.63
C8_N12,C8_N13,25.33
C8_N12,C8_N16,24.76
C8_N12,C8_N62,18.57
C8_N12,C8_N29,31.82
C8_N13,C8_N71,14.17
C8_N13,C8_N82,24.45
C8_N13,C8_N96,60.88
C8_N13,C8_N44,55.06
C8_N14,C8_N93,30.81
C8_N14,C8_N24,15.33
C8_N14,C8_N2,12.58
C8_N14,C8_N88,22.27
C8_N15,C8_N45,55.37
C8_N15,C8_N92,85.37
C8_N15,C8_N17,88.32
C8_N15,C8_N32,56.3
C8_N16,C8_N62,43.33
C8_N16,C8_N90,17.48
C8_N16,C8_N56,26.53
C8_N17,C8_N37,89.65
C8_N17,C8_N69,57.26
C8_N17,C8_N89,31.32
C8_N17,C8_N62,70.3
C8_N17,C8_N24,38.58
C8_N18,C8_N23,11.07
C8_N18,C8_N69,37.59
C8_N18,C8_N44,30.65
C8_N18,C8_N41,11.1
C8_N18,C8_N93,16.97
C8_N19,C8_N35,28.71
C8_N19,C8_N76,55.23
C8_N19,C8_N70,29.96
C8_N19,C8_N20,68.1
C8_N20,C8_N67,31.5
C8_N20,C8_N19,68.1
C8_N20,C8_N57,54.23
C8_N21,C8_N33,51.8
C8_N21,C8_N69,12.24
C8_N21,C8_N46,24.27
C8_N21,C8_N58,6.84
C8_N22,C8_N99,59.28
C8_N22,C8_N81,31.43
C8_N22,C8_N64,82.76
C8_N23,C8_N93,23.31
C8_N23,C8_N2,36.03
C8_N23,C8_N79,48.57
C8_N24,C8_N99,39.45
C8_N24,C8_N79,0.66
C8_N24,C8_N30,17.5
C8_N24,C8_N41,31.71
C8_N25,C8_N8,46.87
C8_N25,C8_N84,5.82
C8_N25,C8_N68,14.7
C8_N25,C8_N49,51.35
C8_N25,C8_N24,27.11
C8_N26,C8_N87,28.34
C8_N26,C8_N63,40.08
C8_N26,C8_N98,49.66
C8_N26,C8_N70,24.22
C8_N26,C8_N19,34.83
C8_N27,C8_N36,61.31
C8_N27,C8_N41,27.45
C8_N27,C8_N52,45.99
C8_N27,C8_N82,30.52
C8_N27,C8_N41,27.45
C8_N28,C8_N12,20.36
C8_N28,C8_N66,19.85
C8_N28,C8_N84,14.0
C8_N29,C8_N5,18.25
C8_N29,C8_N16,10.61
C8_N29,C8_N22,43.25
C8_N30,C8_N25,12.94
C8_N30,C8_N13,31.16
C8_N30,C8_N62,56.96
C8_N31,C8_N12,55.48
C8_N31,C8_N4,35.6
C8_N31,C8_N73,27.34
C8_N32,C8_N49,61.95
C8_N32,C8_N84,19.6
C8_N32,C8_N62,64.08
C8_N32,C8_N67,10.9
C8_N32,C8_N79,10.08
C8_N33,C8_N75,18.23
C8_N33,C8_N32,38.76
C8_N33,C8_N6,63.15
C8_N33,C8_N46,30.3
C8_N33,C8_N28,14.61
C8_N34,C8_N91,69.18
C8_N34,C8_N9,61.19
C8_N34,C8_N1,61.74
C8_N34,C8_N26,48.15
C8_N34,C8_N83,39.58
C8_N35,C8_N10,16.53
C8_N35,C8_N59,29.78
C8_N35,C8_N81,11.33
C8_N35,C8_N7,34.49
C8_N36,C8_N71,44.96
C8_N36,C8_N95,47.05
C8_N36,C8_N53,12.03
C8_N36,C8_N47,41.8
C8_N37,C8_N7,44.13
C8_N37,C8_N78,44.56
C8_N37,C8_N34,22.31
C8_N37,C8_N67,55.54
C8_N37,C8_N5,42.12
C8_N38,C8_N9,31.44
C8_N38,C8_N9,31.44
C8_N38,C8_N27,25.01
C8_N38,C8_N66,23.26
C8_N39,C8_N12,27.25
C8_N39,C8_N92,34.99
C8_N39,C8_N29,6.26
C8_N40,C8_N49,82.72
C8_N40,C8_N24,49.54
C8_N40,C8_N24,49.54
C8_N40,C8_N67,43.94
C8_N40,C8_N84,31.03
C8_N41,C8_N72,12.57
C8_N41,C8_N80,12.42
C8_N41,C8_N22,35.61
C8_N42,C8_N95,77.18
C8_N42,C8_N71,51.4
C8_N42,C8_N53,71.24
C8_N42,C8_N95,77.18
C8_N42,C8_N13,42.24
C8_N43,C8_N73,21.96
C8_N43,C8_N45,16.75
C8_N43,C8_N86,10.6
C8_N43,C8_N58,31.02
C8_N43,C8_N89,13.66
C8_N44,C8_N54,5.14
C8_N44,C8_N13,55.06
C8_N44,C8_N21,39.01
C8_N44,C8_N23,39.46
C8_N44,C8_N70,33.22
C8_N45,C8_N64,36.64
C8_N45,C8_N43,16.75
C8_N45,C8_N84,18.28
C8_N45,C8_N20,45.33
C8_N46,C8_N76,23.56
C8_N46,C8_N56,34.48
C8_N46,C8_N45,26.93
C8_N46,C8_N40,40.33
C8_N46,C8_N70,11.36
C8_N47,C8_N52,26.75
C8_N47,C8_N97,43.52
C8_N47,C8_N81,2.83
C8_N48,C8_N92,38.52
C8_N48,C8_N41,2.17
C8_N48,C8_N77,19.24
C8_N48,C8_N30,15.98
C8_N49,C8_N69,51.61
C8_N49,C8_N27,16.09
C8_N49,C8_N48,42.39
C8_N49,C8_N98,51.26
C8_N49,C8_N70,44.72
C8_N50,C8_N32,7.92
C8_N50,C8_N46,13.09
C8_N50,C8_N57,33.11
C8_N50,C8_N57,33.11
C8_N51,C8_N92,20.11
C8_N51,C8_N4,19.6
C8_N51,C8_N36,13.3
C8_N52,C8_N2,5.07
C8_N52,C8_N66,32.21
C8_N52,C8_N17,35.4
C8_N52,C8_N38,25.9
C8_N52,C8_N0,28.16
C8_N53,C8_N28,32.38
C8_N53,C8_N27,55.53
C8_N53,C8_N40,24.57
C8_N53,C8_N2,42.87
C8_N54,C8_N35,30.53
C8_N54,C8_N70,29.35
C8_N54,C8_N65,35.83
C8_N54,C8_N71,48.53
C8_N54,C8_N73,31.85
C8_N55,C8_N19,11.1
C8_N55,C8_N12,30.94
C8_N55,C8_N4,35.93
C8_N55,C8_N58,45.84
C8_N55,C8_N45,35.74
C8_N56,C8_N17,68.49
C8_N56,C8_N33,36.08
C8_N56,C8_N46,34.48
C8_N57,C8_N31,44.4
C8_N57,C8_N29,26.83
C8_N57,C8_N32,34.65
C8_N57,C8_N38,11.87
C8_N57,C8_N11,12.67
C8_N58,C8_N51,49.72
C8_N58,C8_N72,14.32
C8_N58,C8_N27,43.28
C8_N58,C8_N93,38.54
C8_N58,C8_N9,8.2
C8_N59,C8_N41,22.18
C8_N59,C8_N61,22.1
C8_N59,C8_N22,50.11
C8_N59,C8_N62,20.41
C8_N59,C8_N88,62.05
C8_N60,C8_N73,4.52
C8_N60,C8_N12,36.37
C8_N60,C8_N76,26.57
C8_N60,C8_N82,14.55
C8_N60,C8_N38,15.42
C8_N61,C8_N93,23.51
C8_N61,C8_N73,11.97
C8_N61,C8_N48,1.43
C8_N62,C8_N99,44.04
C8_N62,C8_N7,17.99
C8_N62,C8_N98,73.03
C8_N63,C8_N44,32.32
C8_N63,C8_N55,43.66
C8_N63,C8_N53,54.03
C8_N63,C8_N15,47.58
C8_N64,C8_N95,49.59
C8_N64,C8_N83,55.29
C8_N64,C8_N77,44.25
C8_N65,C8_N81,29.3
C8_N65,C8_N99,12.62
C8_N65,C8_N80,32.62
C8_N66,C8_N6,71.27
C8_N66,C8_N39,19.19
C8_N66,C8_N67,26.49
C8_N66,C8_N5,20.78
C8_N67,C8_N69,21.06
C8_N67,C8_N72,6.73
C8_N67,C8_N19,36.63
C8_N67,C8_N41,11.68
C8_N68,C8_N89,4.66
C8_N68,C8_N28,17.0
C8_N68,C8_N19,50.04
C8_N68,C8_N6,68.44
C8_N68,C8_N86,19.05
C8_N69,C8_N50,14.5
C8_N69,C8_N57,30.08
C8_N69,C8_N96,52.85
C8_N69,C8_N76,26.69
C8_N69,C8_N73,16.1
C8_N70,C8_N11,9.46
C8_N70,C8_N28,11.63
C8_N70,C8_N55,32.14
C8_N70,C8_N37,48.59
C8_N70,C8_N50,16.77
C8_N71,C8_N16,20.47
C8_N71,C8_N43,29.02
C8_N71,C8_N10,19.99
C8_N72,C8_N73,3.64
C8_N72,C8_N95,53.83
C8_N72,C8_N6,41.27
C8_N72,C8_N70,5.1
C8_N73,C8_N33,29.63
C8_N73,C8_N10,15.79
C8_N73,C8_N51,38.55
C8_N73,C8_N64,56.71
C8_N74,C8_N99,53.39
C8_N74,C8_N89,48.87
C8_N74,C8_N16,46.49
C8_N74,C8_N97,83.96
C8_N75,C8_N61,34.24
C8_N75,C8_N71,18.6
C8_N75,C8_N25,39.26
C8_N76,C8_N50,15.33
C8_N76,C8_N83,38.31
C8_N76,C8_N73,30.75
C8_N76,C8_N25,32.45
C8_N77,C8_N78,12.15
C8_N77,C8_N94,59.06
C8_N77,C8_N67,32.17
C8_N77,C8_N31,52.45
C8_N77,C8_N31,52.45
C8_N78,C8_N34,50.05
